date,sku,quantity,revenue,platform
2026-01-15,SKU-058,3,566,eBay
2026-01-12,SKU-031,1,65,Shopify
2026-01-14,SKU-023,5,707,eBay
2026-04-23,SKU-043,3,54,Amazon
2025-12-09,SKU-049,2,53,Temu
2025-12-16,SKU-040,2,135,Walmart
2025-12-24,SKU-016,2,1067,Walmart
2026-01-10,SKU-012,4,260,Walmart
2026-04-05,SKU-007,3,77,eBay
2025-12-23,SKU-031,5,87,eBay
2026-04-23,SKU-037,1,233,eBay
2025-12-28,SKU-040,2,110,Amazon
2025-10-25,SKU-015,2,1125,Walmart
2026-01-08,SKU-001,1,219,Shopify
2025-10-31,SKU-016,2,841,eBay
2026-04-14,SKU-045,1,681,Temu
2026-01-11,SKU-034,1,270,Amazon
2025-05-26,SKU-059,5,130,Shopify
2026-02-13,SKU-047,1,301,eBay
2026-02-01,SKU-031,4,75,Shopify
2025-10-10,SKU-043,5,62,eBay
2025-06-15,SKU-038,3,199,Walmart
2025-06-02,SKU-054,4,941,Shopify
2025-08-03,SKU-012,5,283,eBay
2025-06-22,SKU-004,5,322,Shopify
2026-05-03,SKU-043,1,47,eBay
2026-01-03,SKU-038,2,203,eBay
2026-05-13,SKU-036,5,138,Shopify
2026-03-05,SKU-033,3,243,Temu
2026-03-13,SKU-020,1,191,Shopify
2025-11-18,SKU-058,5,373,Walmart
2025-08-06,SKU-054,5,747,Amazon
2025-06-04,SKU-020,5,165,Temu
2025-12-02,SKU-055,2,138,Temu
2025-06-08,SKU-034,2,317,Shopify
2025-09-18,SKU-006,5,270,eBay
2025-12-26,SKU-050,2,54,Temu
2025-11-05,SKU-024,3,711,eBay
2025-05-30,SKU-035,1,109,eBay
2025-08-24,SKU-023,5,707,Shopify
2025-07-05,SKU-036,3,138,Walmart
2025-10-07,SKU-048,3,222,Amazon
2025-11-14,SKU-012,3,199,Amazon
2025-08-06,SKU-048,4,267,Temu
2025-06-01,SKU-011,3,268,Shopify
2025-12-17,SKU-013,2,343,eBay
2025-09-17,SKU-032,4,115,Shopify
2026-05-13,SKU-021,2,118,Amazon
2025-05-20,SKU-006,2,369,Temu
2025-08-06,SKU-028,5,92,Amazon
2025-09-02,SKU-010,3,87,Temu
2026-01-21,SKU-038,2,217,Walmart
2025-09-12,SKU-007,4,112,eBay
2025-12-30,SKU-033,1,358,eBay
2025-10-29,SKU-014,5,381,Temu
2025-12-09,SKU-007,4,119,Temu
2025-11-03,SKU-027,4,73,Walmart
2025-10-15,SKU-034,4,270,Temu
2025-10-29,SKU-025,3,561,Temu
2025-08-16,SKU-011,2,326,eBay
2025-08-01,SKU-025,4,674,Amazon
2026-01-05,SKU-031,3,97,eBay
2025-12-08,SKU-059,5,125,Shopify
2025-08-18,SKU-046,4,601,Shopify
2025-06-14,SKU-006,4,308,Amazon
2025-12-18,SKU-021,4,186,Walmart
2026-04-02,SKU-041,4,71,Temu
2025-09-13,SKU-051,3,80,Shopify
2025-11-29,SKU-044,3,59,Temu
2025-09-26,SKU-011,4,349,Temu
2025-06-09,SKU-023,5,491,Amazon
2025-06-26,SKU-009,4,141,Amazon
2025-09-03,SKU-032,2,115,Shopify
2026-02-26,SKU-007,3,93,Shopify
2025-08-03,SKU-009,4,130,eBay
2025-10-02,SKU-032,1,102,eBay
2025-07-26,SKU-006,5,286,Shopify
2026-02-08,SKU-028,5,110,eBay
2025-10-26,SKU-048,3,299,eBay
2025-11-29,SKU-016,3,1190,eBay
2025-10-14,SKU-006,2,245,Shopify
2026-01-21,SKU-035,2,135,Shopify
2025-10-27,SKU-054,5,1131,Shopify
2026-01-31,SKU-047,5,238,Shopify
2025-11-22,SKU-019,4,156,Temu
2025-08-29,SKU-039,2,126,Walmart
2026-02-26,SKU-056,2,204,Temu
2025-09-21,SKU-008,5,99,Temu
2025-11-04,SKU-027,2,110,eBay
2026-01-01,SKU-037,1,200,Walmart
2025-05-24,SKU-016,4,1184,Amazon
2025-09-19,SKU-035,4,81,Shopify
2026-01-24,SKU-056,4,118,eBay
2025-06-25,SKU-057,2,449,Walmart
2026-01-28,SKU-007,1,89,Amazon
2025-11-21,SKU-045,4,612,eBay
2026-03-14,SKU-028,2,90,Shopify
2025-10-11,SKU-011,1,253,Shopify
2025-10-05,SKU-044,1,52,Shopify
2025-07-28,SKU-023,4,518,eBay
2025-10-15,SKU-027,4,76,Walmart
2025-06-01,SKU-052,4,74,Amazon
2025-09-04,SKU-058,1,451,eBay
2025-08-21,SKU-040,2,142,Amazon
2026-03-29,SKU-009,5,135,eBay
2026-04-07,SKU-060,5,138,Amazon
2025-09-14,SKU-051,5,102,Walmart
2025-06-02,SKU-006,5,306,Amazon
2026-01-05,SKU-035,3,92,Temu
2025-08-17,SKU-046,5,728,Shopify
2026-02-14,SKU-036,3,111,Temu
2025-08-04,SKU-029,2,142,Amazon
2025-06-12,SKU-024,2,509,eBay
2026-02-01,SKU-026,2,565,Amazon
2025-11-09,SKU-060,4,170,eBay
2025-06-29,SKU-031,4,111,eBay
2025-07-03,SKU-040,1,180,Amazon
2025-10-02,SKU-052,3,92,Shopify
2025-10-07,SKU-038,3,246,eBay
2025-08-05,SKU-029,2,168,Walmart
2025-07-05,SKU-023,3,858,Shopify
2026-01-24,SKU-046,3,738,eBay
2026-03-07,SKU-017,3,195,Walmart
2025-08-12,SKU-056,1,176,eBay
2025-12-06,SKU-016,1,1033,Temu
2026-05-03,SKU-006,4,407,Temu
2025-11-21,SKU-019,1,257,eBay
2025-12-19,SKU-051,5,93,Amazon
2025-06-28,SKU-033,5,214,Temu
2025-08-27,SKU-014,3,470,Temu
2025-09-02,SKU-007,5,108,Temu
2025-12-05,SKU-050,5,62,Walmart
2025-09-22,SKU-043,5,38,Shopify
2026-03-19,SKU-016,1,803,Temu
2026-04-29,SKU-046,2,747,eBay
2026-05-13,SKU-017,1,263,Temu
2025-07-20,SKU-041,4,46,eBay
2025-09-03,SKU-016,5,990,Temu
2026-05-06,SKU-056,2,204,eBay
2026-03-27,SKU-017,1,193,Amazon
2026-01-30,SKU-009,4,113,Shopify
2025-07-06,SKU-052,4,95,Shopify
2025-08-22,SKU-011,2,258,Walmart
2026-04-01,SKU-056,5,162,eBay
2025-12-15,SKU-030,4,182,eBay
2025-07-27,SKU-018,1,270,Amazon
2025-12-13,SKU-025,3,696,Temu
2025-10-26,SKU-006,2,271,Walmart
2026-03-06,SKU-056,1,132,eBay
2025-08-11,SKU-001,4,255,Amazon
2026-05-08,SKU-049,3,49,Shopify
2025-08-27,SKU-052,3,75,Shopify
2025-11-21,SKU-001,2,181,Temu
2025-09-14,SKU-051,4,82,Shopify
2026-04-24,SKU-003,5,364,Shopify
2025-09-03,SKU-015,1,840,Temu
2025-12-30,SKU-049,5,84,Shopify
2026-04-10,SKU-013,2,420,eBay
2026-05-07,SKU-020,5,254,Walmart
2026-04-24,SKU-019,5,188,Amazon
2026-01-23,SKU-003,2,237,Amazon
2025-08-07,SKU-014,5,355,eBay
2025-12-18,SKU-049,1,86,eBay
2025-12-21,SKU-004,5,257,Walmart
2025-12-28,SKU-058,4,497,Walmart
2026-04-24,SKU-008,1,99,Walmart
2025-09-06,SKU-055,1,146,Shopify
2025-09-30,SKU-026,3,488,Walmart
2025-12-18,SKU-039,1,134,Shopify
2026-02-12,SKU-051,2,103,eBay
2026-03-19,SKU-056,2,118,Amazon
2025-07-26,SKU-045,5,639,Temu
2025-10-23,SKU-059,4,124,Amazon
2025-12-07,SKU-027,2,112,eBay
2025-06-24,SKU-042,5,64,Shopify
2026-03-15,SKU-008,1,104,Shopify
2026-05-12,SKU-010,1,140,Amazon
2026-04-23,SKU-011,2,276,Amazon
2025-08-02,SKU-059,1,144,Amazon
2026-05-07,SKU-017,3,196,Amazon
2025-10-01,SKU-036,1,122,Shopify
2025-07-31,SKU-054,2,1097,Walmart
2025-07-16,SKU-040,4,114,Walmart
2026-01-05,SKU-027,1,66,eBay
2025-06-18,SKU-034,1,276,Amazon
2026-01-08,SKU-051,2,86,Walmart
2025-12-17,SKU-036,2,119,Amazon
2025-10-12,SKU-048,3,196,eBay
2025-07-01,SKU-031,2,79,Temu
2025-10-06,SKU-011,2,344,Walmart
2025-12-01,SKU-023,1,703,Walmart
2025-06-07,SKU-007,1,124,Amazon
2025-08-09,SKU-013,3,406,Shopify
2025-10-03,SKU-050,3,74,Walmart
2025-05-31,SKU-037,4,227,eBay
2025-10-05,SKU-040,4,111,Temu
2026-05-11,SKU-015,1,811,Temu
2026-05-01,SKU-018,4,218,Shopify
2025-06-23,SKU-012,1,349,Walmart
2025-08-01,SKU-004,1,292,Temu
2025-06-13,SKU-019,5,191,eBay
2026-01-14,SKU-034,2,230,Walmart
2026-02-24,SKU-006,3,430,Walmart
2025-09-17,SKU-054,1,1159,Amazon
2025-09-04,SKU-002,2,147,Temu
2025-09-29,SKU-038,2,245,Amazon
2025-08-23,SKU-051,3,113,Shopify
2025-10-26,SKU-024,3,743,Walmart
2025-05-20,SKU-050,4,73,Walmart
2025-10-05,SKU-036,3,130,Walmart
2025-07-25,SKU-030,4,168,Shopify
2025-08-05,SKU-009,5,107,Walmart
2026-01-29,SKU-028,2,80,Temu
2025-06-23,SKU-032,4,82,Shopify
2025-09-12,SKU-051,4,94,Walmart
2025-09-14,SKU-044,4,51,eBay
2025-09-06,SKU-038,2,187,Shopify
2025-05-17,SKU-016,5,761,eBay
2026-04-06,SKU-006,1,344,Shopify
2026-03-18,SKU-045,1,718,Walmart
2025-09-18,SKU-059,3,111,Shopify
2025-08-15,SKU-034,5,311,Temu
2025-08-30,SKU-055,3,143,eBay
2025-11-04,SKU-019,4,157,Shopify
2025-08-03,SKU-018,1,172,Shopify
2025-10-04,SKU-031,1,65,Shopify
2026-05-02,SKU-024,3,770,Amazon
2025-08-21,SKU-031,4,67,Shopify
2025-09-08,SKU-025,5,727,Amazon
2025-07-05,SKU-030,1,130,Temu
2025-06-19,SKU-058,5,583,Shopify
2025-08-05,SKU-022,2,118,Temu
2025-08-17,SKU-015,4,966,Walmart
2025-08-31,SKU-017,5,293,Amazon
2026-02-01,SKU-012,4,230,Shopify
2025-11-29,SKU-018,3,285,Walmart
2026-03-13,SKU-013,4,475,Amazon
2026-01-18,SKU-030,5,218,Temu
2025-06-13,SKU-030,5,129,eBay
2025-11-23,SKU-037,5,173,Walmart
2025-08-01,SKU-004,5,273,Temu
2025-07-14,SKU-027,5,111,Shopify
2025-08-17,SKU-031,5,99,Temu
2025-12-01,SKU-052,4,111,Walmart
2025-09-02,SKU-002,1,258,Shopify
2025-11-24,SKU-046,4,612,eBay
2025-06-21,SKU-055,4,147,eBay
2025-07-19,SKU-039,4,167,Walmart
2025-07-06,SKU-050,4,67,Temu
2025-08-05,SKU-003,1,210,Shopify
2026-01-26,SKU-003,5,335,Amazon
2026-02-08,SKU-034,5,310,Temu
2026-02-04,SKU-041,3,50,Shopify
2025-11-22,SKU-002,3,215,Temu
2026-01-07,SKU-024,2,566,eBay
2025-09-08,SKU-048,4,300,Shopify
2026-02-18,SKU-045,3,751,Temu
2025-06-14,SKU-032,5,97,Walmart
2025-08-31,SKU-016,1,737,Shopify
2025-10-24,SKU-025,2,542,eBay
2025-09-25,SKU-030,5,220,Temu
2025-08-14,SKU-056,1,138,Shopify
2025-12-13,SKU-034,1,234,eBay
2026-03-03,SKU-007,5,88,eBay
2026-03-06,SKU-037,4,192,Walmart
2025-12-11,SKU-055,1,176,Walmart
2025-09-06,SKU-022,1,149,Shopify
2025-09-18,SKU-060,2,157,Temu
2026-03-19,SKU-037,3,155,Amazon
2026-04-19,SKU-024,4,548,eBay
